Korean Word,Emotion,Emotion-Intensity-Score
수신,disgust,0.195
잘못 인도된,disgust,0.195
공기,disgust,0.195
젤라틴,disgust,0.195
양털,disgust,0.195
단색화,disgust,0.195
풍부한,disgust,0.188
유명 인사,disgust,0.188
피하다,disgust,0.188
신사,disgust,0.188
수가 막힘,disgust,0.188
보다 작은,disgust,0.188
침몰,disgust,0.18
코,disgust,0.18
우스운,disgust,0.18
원고,disgust,0.18
소유,disgust,0.18
더 큰,disgust,0.164
임신,disgust,0.164
절약,disgust,0.164
의심의 여지가 없는,disgust,0.164
한입 가득,disgust,0.164
부엉,disgust,0.164
문장,disgust,0.156
잘못 두다,disgust,0.156
외치다,disgust,0.156
앵무새,disgust,0.156
기꺼이 남을 돌봐 주는,disgust,0.156
이름 없는,disgust,0.148
버머,disgust,0.148
꼬마 요정,disgust,0.141
감정,disgust,0.141
우수,disgust,0.141
회색,disgust,0.133
어울리지 않음,disgust,0.133
회전하다,disgust,0.133
어설픈,disgust,0.133
마구간,disgust,0.133
밀기울,disgust,0.125
마지막으로,disgust,0.125
주님,disgust,0.125
양육하다,disgust,0.117
맛,disgust,0.117
후미,disgust,0.117
승리,disgust,0.109
레몬,disgust,0.109
강한,disgust,0.102
반짝임,disgust,0.094
내부,disgust,0.086
정신,disgust,0.086
관심 있는,disgust,0.078
치료하다,disgust,0.078
풍부,disgust,0.078
솔직한,disgust,0.055
연,disgust,0.055
겸손한,disgust,0.047
나무,disgust,0.039
고문,fear,0.984
테러리스트,fear,0.972
테러리스트,fear,0.969
무서운,fear,0.969
테러,fear,0.969
자살 폭탄 테러,fear,0.967
죽이다,fear,0.962
살인적인,fear,0.959
대단원,fear,0.953
억누르다,fear,0.953
살인자,fear,0.953
공포,fear,0.953
사망,fear,0.948
전쟁,fear,0.942
폭격,fear,0.938
폭탄,fear,0.935
미사일,fear,0.934
공포,fear,0.923
야만성,fear,0.922
테러하다,fear,0.922
겁에 질린,fear,0.922
피에 굶주린,fear,0.922
살인적인,fear,0.92
대학살,fear,0.911
겁나게 하는,fear,0.906
숙명,fear,0.906
소름 끼치는,fear,0.906
악마,fear,0.906
절단,fear,0.906
죽이는,fear,0.906
대학살,fear,0.906
암살하다,fear,0.906
겁에 질린,fear,0.906
황폐,fear,0.906
살인,fear,0.906
공포,fear,0.906
자살 충동,fear,0.898
폭행,fear,0.891
채가다,fear,0.891
학살,fear,0.891
큰 시련,fear,0.891
운명,fear,0.888
중독된,fear,0.886
자살,fear,0.879
폭발,fear,0.879
치명적인,fear,0.875
암살자,fear,0.875
전멸,fear,0.875
야만 상태,fear,0.875
재해,fear,0.875
험악한,fear,0.875
도살,fear,0.875
비참한,fear,0.875
절단,fear,0.875
질식,fear,0.875
강간,fear,0.87
지옥,fear,0.86
살인,fear,0.859
방해,fear,0.859
유혈,fear,0.859
야만인 같은,fear,0.859
폭발물,fear,0.859
전쟁,fear,0.859
싫어하다,fear,0.859
비극,fear,0.859
탄저병,fear,0.859
악마 같은,fear,0.859
실행자,fear,0.859
공포,fear,0.859
기요틴,fear,0.859
공격,fear,0.859
위험,fear,0.859
도살장,fear,0.859
전멸,fear,0.859
질식,fear,0.858
배반,fear,0.856
공포,fear,0.853
괴물,fear,0.844
충격적인,fear,0.844
질색,fear,0.844
묵시,fear,0.844
살해자,fear,0.844
공황,fear,0.844
거만,fear,0.844
괴로운,fear,0.844
겁먹은,fear,0.844
복수,fear,0.844
가장 무서운,fear,0.844
파괴,fear,0.844
실행,fear,0.844
당황,fear,0.844
석화,fear,0.844
두려워하는,fear,0.844
놀라운,fear,0.844
안 들리게 하다,fear,0.844
충격,fear,0.844
죽음,fear,0.843
혼돈,fear,0.839
무서운,fear,0.836
사악한,fear,0.833
침입자,fear,0.828
지옥 같은,fear,0.828
잔인한,fear,0.828
암,fear,0.828
악마,fear,0.828
수류탄,fear,0.828
근절,fear,0.828
놀라다,fear,0.828
터지다,fear,0.828
암살,fear,0.828
치명적인,fear,0.828
마비시키다,fear,0.828
총잡이,fear,0.828
맹렬히,fear,0.828
악몽,fear,0.828
최후의 날,fear,0.828
운명,fear,0.828
살인,fear,0.828
두려움,fear,0.828
납치,fear,0.828
외상,fear,0.828
병적 상태,fear,0.82
불구,fear,0.817
야만적인,fear,0.814
촬영,fear,0.812
지진,fear,0.812
유해한,fear,0.812
저주,fear,0.812
폭행,fear,0.812
파괴적인,fear,0.812
침략자,fear,0.812
고통,fear,0.812
폭력적인,fear,0.812
무서운,fear,0.812
밀어 넣는,fear,0.812
지진,fear,0.812
심장마비,fear,0.812
허리케인,fear,0.811
투옥,fear,0.811
근절하다,fear,0.81
두려워,fear,0.808
출혈,fear,0.807
고통,fear,0.806
치명적인,fear,0.806
독액,fear,0.804
밀실 공포증,fear,0.803
뱀,fear,0.802
위험,fear,0.802
퇴마,fear,0.8
말살,fear,0.8
강도,fear,0.8
무섭다,fear,0.798
나트륨,fear,0.797
불치의,fear,0.797
불안 발작,fear,0.797
인류,fear,0.797
공격,fear,0.797
기괴,fear,0.797
대량 학살,fear,0.797
폭격기,fear,0.797
해로운,fear,0.797
박해,fear,0.797
가장 큰 두려움,fear,0.797
독,fear,0.797
잔학,fear,0.797
히스테리,fear,0.797
파괴,fear,0.797
끔찍하게,fear,0.796
방화,fear,0.794
황폐화하다,fear,0.792
폭군,fear,0.788
전범,fear,0.785
몹시 괴롭히다,fear,0.784
두려워,fear,0.782
미치광이,fear,0.781
피의,fear,0.781
기절,fear,0.781
호전적인,fear,0.781
날뛰다,fear,0.781
외침,fear,0.781
생명이 없는,fear,0.781
노예,fear,0.781
역겨운,fear,0.781
뱀,fear,0.776
감염병 유행,fear,0.776
공황 발작,fear,0.774
위기,fear,0.766
위험한,fear,0.766
두려워,fear,0.766
위험하게,fear,0.766
난파선,fear,0.766
무서운,fear,0.766
종양,fear,0.766
침략자,fear,0.766
침략하다,fear,0.766
주사위,fear,0.766
폭발하다,fear,0.766
위반,fear,0.766
보복,fear,0.766
범인,fear,0.766
폭동,fear,0.766
말살,fear,0.766
지옥,fear,0.766
나병,fear,0.766
성전,fear,0.766
젠장,fear,0.766
밀실 공포증,fear,0.765
과호흡,fear,0.762
악몽,fear,0.759
파괴됨,fear,0.754
아리송한,fear,0.754
믿을 수 없는,fear,0.75
ptsd,fear,0.75
비극,fear,0.75
노예 제도,fear,0.75
콜레라,fear,0.75
무정부주의자,fear,0.75
공황,fear,0.75
아나콘다,fear,0.75
허리케인,fear,0.75
렌치,fear,0.75
포학,fear,0.75
투옥,fear,0.75
무서운,fear,0.75
고뇌,fear,0.75
위험한,fear,0.75
말살,fear,0.75
발사체,fear,0.75
파괴자,fear,0.75
교살,fear,0.75
위험,fear,0.75
난폭한,fear,0.75
사고,fear,0.75
시체 임시 안치소,fear,0.75
무정부 상태,fear,0.75
두려움,fear,0.75
강한 악의,fear,0.742
포,fear,0.74
식인종,fear,0.74
가증스러운,fear,0.738
타락한,fear,0.734
마리화나 담배,fear,0.734
크래시,fear,0.734
폭풍,fear,0.734
희생,fear,0.734
과호흡,fear,0.734
난투,fear,0.734
저주 받은,fear,0.734
폭동,fear,0.734
절대권,fear,0.734
사격,fear,0.734
끔찍한,fear,0.734
불행,fear,0.734
핏덩어리,fear,0.734
마비,fear,0.734
폭군,fear,0.734
미사일,fear,0.734
총,fear,0.734
악마 같은,fear,0.734
병든,fear,0.734
발사,fear,0.734
마피아,fear,0.734
짐승,fear,0.734
악의 있는,fear,0.734
무서운,fear,0.734
인질,fear,0.734
위협하다,fear,0.734
소란,fear,0.733
전투,fear,0.728
악어,fear,0.727
망치다,fear,0.725
사수,fear,0.722
전염성의,fear,0.72
범죄,fear,0.719
비명,fear,0.719
다쳐서,fear,0.719
절망,fear,0.719
고심하다,fear,0.719
충격,fear,0.719
발작,fear,0.719
사형,fear,0.719
고행,fear,0.719
싸움,fear,0.719
피해,fear,0.719
비상,fear,0.719
공포증,fear,0.719
큰 파란,fear,0.719
지독한,fear,0.719
고문 받는,fear,0.719
사상자 수,fear,0.719
유산,fear,0.719
굶주림,fear,0.719
미친듯이,fear,0.717
대학살,fear,0.717
대치 상태,fear,0.716
침입,fear,0.716
소스카리,fear,0.712
패닉,fear,0.708
파열,fear,0.706
무서운,fear,0.705
굉장한,fear,0.705
사보타주,fear,0.703
상호 복수,fear,0.703
비소,fear,0.703
얼룩진,fear,0.703
매장,fear,0.703
위급 신호,fear,0.703
코브라,fear,0.703
두려운,fear,0.703
마음 아픈,fear,0.703
적극적인,fear,0.703
먹이,fear,0.703
깊은 상처,fear,0.703
증오,fear,0.703
정신 분열증,fear,0.703
대변동,fear,0.703
무장,fear,0.703
무너지다,fear,0.703
미친,fear,0.703
공격자,fear,0.703
단말기,fear,0.703
역병,fear,0.703
악의 있는,fear,0.703
정신병,fear,0.703
암종,fear,0.703
악마 같은,fear,0.703
난파,fear,0.703
소름 끼치게 하는,fear,0.703
히스테리,fear,0.703
도망자,fear,0.703
신경증 환자,fear,0.703
요술,fear,0.703
눈사태,fear,0.703
격통,fear,0.703
불구자,fear,0.703
고뇌하는,fear,0.703
전염성,fear,0.703
악어,fear,0.7
억지로,fear,0.7
유 괴,fear,0.7
범죄자,fear,0.698
신체 상해,fear,0.69
아프다,fear,0.688
유산탄,fear,0.688
짐승 같은,fear,0.688
맹렬한,fear,0.688
게릴라,fear,0.688
매복,fear,0.688
위태롭게,fear,0.688
백혈병,fear,0.688
전염병,fear,0.688
무정부주의,fear,0.688
편집증,fear,0.688
시체,fear,0.688
광장 공포증,fear,0.688
경보,fear,0.688
전율,fear,0.688
폭발,fear,0.688
피투성이,fear,0.688
집진 장치,fear,0.688
말다툼,fear,0.688
희망이 없는,fear,0.688
덜어 없애다,fear,0.688
질병,fear,0.688
적의,fear,0.688
압박,fear,0.688
상처,fear,0.688
사회적 불안,fear,0.688
방사능,fear,0.688
교수대,fear,0.686
관,fear,0.684
광기,fear,0.675
유령,fear,0.673
격노,fear,0.672
위협,fear,0.672
죽는,fear,0.672
피해자,fear,0.672
불길한,fear,0.672
자객,fear,0.672
시체,fear,0.672
파편,fear,0.672
암울한,fear,0.672
표저,fear,0.672
찌르다,fear,0.672
떨림,fear,0.672
리볼버,fear,0.672
투사들,fear,0.672
지하 감옥,fear,0.672
발생,fear,0.672
프랑켄스톰,fear,0.672
독사 같은 사람,fear,0.672
전투원,fear,0.672
해충,fear,0.672
신경쇠약,fear,0.672
위협적인,fear,0.672
아프다,fear,0.672
박해하다,fear,0.672
송곳니,fear,0.672
시민군,fear,0.672
부상,fear,0.672
더 무서운,fear,0.672
압착 롤러,fear,0.672
한 떼,fear,0.672
눌러 터뜨리는,fear,0.672
분화,fear,0.672
걱정하다,fear,0.672
귀신,fear,0.672
끔찍한,fear,0.672
혐오스러운,fear,0.672
남용,fear,0.672
기절,fear,0.672
포악,fear,0.672
타란툴라 거미,fear,0.672
사나운,fear,0.667
오래 써서 낡은,fear,0.667
쓸쓸함,fear,0.667
전 세계적인 유행병,fear,0.664
치열한,fear,0.664
화산,fear,0.663
겁,fear,0.66
잔인하게,fear,0.658
스매시,fear,0.656
외국인 혐오증,fear,0.656
태풍,fear,0.656
거미,fear,0.656
놀라운,fear,0.656
극악한,fear,0.656
억압적인,fear,0.656
반역,fear,0.656
신경증,fear,0.656
잔혹한,fear,0.656
미친,fear,0.656
혼수,fear,0.656
뇌졸중,fear,0.656
소란,fear,0.656
몹시,fear,0.656
싸움터,fear,0.656
감정공포증,fear,0.656
독재자,fear,0.656
군비,fear,0.656
눈보라,fear,0.656
연옥,fear,0.656
미치광이,fear,0.656
괴롭히는 사람,fear,0.656
멸종 위기,fear,0.656
정신 이상의,fear,0.656
악의 있는,fear,0.656
자해,fear,0.656
전제적인,fear,0.656
복수,fear,0.656
잠식,fear,0.656
똥이 없는,fear,0.656
무자비한,fear,0.656
방탕,fear,0.656
고통,fear,0.656
배신자,fear,0.656
처벌,fear,0.656
방사성,fear,0.656
발사체,fear,0.654
팔다,fear,0.653
쾅,fear,0.652
몸값,fear,0.644
범죄,fear,0.642
방울뱀,fear,0.641
떨리는,fear,0.641
섭동,fear,0.641
종양,fear,0.641
갈등,fear,0.641
유해한,fear,0.641
격렬한,fear,0.641
적그리스도,fear,0.641
외딴,fear,0.641
성난,fear,0.641
깜짝 놀라,fear,0.641
반시,fear,0.641
숨을 못 쉬다,fear,0.641
미친,fear,0.641
비겁한,fear,0.641
낙태,fear,0.641
악화,fear,0.641
요술 장이,fear,0.641
교수형,fear,0.641
난파선,fear,0.641
권리 양도,fear,0.641
위험한,fear,0.641
협박,fear,0.641
무서운,fear,0.641
랩터,fear,0.641
나타나다,fear,0.641
처벌,fear,0.641
끔찍한,fear,0.641
들불,fear,0.641
악당,fear,0.641
협박하다,fear,0.641
표적,fear,0.641
백치,fear,0.641
절망,fear,0.641
앙갚음,fear,0.641
짐승 같은,fear,0.639
뱀,fear,0.638
비난,fear,0.637
불,fear,0.636
제외,fear,0.636
군비,fear,0.636
신랄한,fear,0.636
신경질,fear,0.627
복수심에 불타는,fear,0.625
폐렴,fear,0.625
용병,fear,0.625
밀수선,fear,0.625
억제,fear,0.625
감옥,fear,0.625
악의,fear,0.625
감금,fear,0.625
사악한,fear,0.625
기형,fear,0.625
비인간적인,fear,0.625
흡혈귀,fear,0.625
역겹다,fear,0.625
잡다,fear,0.625
산사태,fear,0.625
방화범,fear,0.625
우뢰 같은,fear,0.625
파멸적인,fear,0.625
거미,fear,0.625
광인,fear,0.625
역병,fear,0.625
기절,fear,0.625
조울증,fear,0.625
난기류,fear,0.625
전투적인,fear,0.625
해치다,fear,0.625
붕괴,fear,0.625
전염병,fear,0.625
독성,fear,0.625
육종,fear,0.625
역겨운,fear,0.625
악마,fear,0.625
해로운,fear,0.625
전광,fear,0.625
적,fear,0.625
포,fear,0.625
부수다,fear,0.625
돌이킬 수 없는,fear,0.625
아픈,fear,0.621
야만인,fear,0.62
전투,fear,0.615
떨어지다,fear,0.613
약탈,fear,0.612
어두워졌다,fear,0.61
더럽히는,fear,0.61
교수형 집행인,fear,0.61
포기,fear,0.609
이질성,fear,0.609
출혈,fear,0.609
망각,fear,0.609
질문,fear,0.609
고통받는 사람,fear,0.609
부상,fear,0.609
전제국,fear,0.609
큰 화재,fear,0.609
질병,fear,0.609
분해하다,fear,0.609
격노,fear,0.609
무자비한,fear,0.609
통탄 할,fear,0.609
넘을 수 없는,fear,0.609
푸줏간,fear,0.609
고동,fear,0.609
기소하다,fear,0.609
말라리아,fear,0.609
털다,fear,0.609
침략,fear,0.609
주입,fear,0.609
단검,fear,0.609
영아 살해,fear,0.609
오우거,fear,0.609
걸쇠,fear,0.609
채찍,fear,0.609
압제자,fear,0.609
노숙자,fear,0.609
위협,fear,0.604
신경,fear,0.6
총기류,fear,0.6
습격,fear,0.6
축출,fear,0.596
악당,fear,0.595
교전국,fear,0.594
번개,fear,0.594
두근두근,fear,0.594
포격,fear,0.594
떨림,fear,0.594
소유,fear,0.594
불안,fear,0.594
악한 같은,fear,0.594
불길한,fear,0.594
마조히즘,fear,0.594
죄수,fear,0.594
부패,fear,0.594
전조,fear,0.594
심근병증,fear,0.594
강도,fear,0.594
통증,fear,0.594
서두르다,fear,0.594
억제된,fear,0.594
책략,fear,0.594
썩음,fear,0.594
용,fear,0.594
끔찍한,fear,0.594
안개,fear,0.594
간난,fear,0.594
급류,fear,0.594
병,fear,0.594
비대,fear,0.594
충만한,fear,0.594
저주 받은,fear,0.594
작은 상자,fear,0.594
적,fear,0.594
안락사,fear,0.594
고블린,fear,0.594
편집병,fear,0.594
신앙심 없는 사람,fear,0.594
부상당한,fear,0.592
용암,fear,0.588
제거,fear,0.588
찰싹 때리기,fear,0.587
반항,fear,0.586
음침한,fear,0.584
봉쇄,fear,0.582
펀치,fear,0.58
박테리아,fear,0.578
위로,fear,0.578
움츠리다,fear,0.578
박탈,fear,0.578
심연,fear,0.578
떠들썩한,fear,0.578
의기소침해진,fear,0.578
훔침,fear,0.578
귀신이 들린,fear,0.578
대피,fear,0.578
교도소,fear,0.578
신성 모독,fear,0.578
무서운,fear,0.578
저주,fear,0.578
겁쟁이,fear,0.578
그늘진,fear,0.578
휘발성,fear,0.578
수술,fear,0.578
무서운,fear,0.578
실패,fear,0.578
가함,fear,0.578
건강격리,fear,0.578
섭식 장애,fear,0.578
고통받는,fear,0.578
공격하다,fear,0.578
빼앗긴,fear,0.578
기생물,fear,0.578
전율,fear,0.578
불안한,fear,0.578
그리즐리,fear,0.578
충돌,fear,0.578
혐오스러운,fear,0.578
손실,fear,0.578
갇힌,fear,0.578
위험,fear,0.578
걱정하다,fear,0.578
협심증,fear,0.578
파멸,fear,0.577
무리,fear,0.577
무서운,fear,0.575
기운 없이 졸리는,fear,0.575
독소,fear,0.575
약탈,fear,0.574
근친 상간,fear,0.571
상처,fear,0.571
강요된,fear,0.569
비겁,fear,0.567
토굴,fear,0.566
지배,fear,0.566
마녀,fear,0.565
밀수,fear,0.565
마스크,fear,0.562
신경 과민,fear,0.562
사냥꾼,fear,0.562
추방,fear,0.562
졸도,fear,0.562
회피,fear,0.562
깨닫다,fear,0.562
소아마비,fear,0.562
굴욕적인,fear,0.562
불행,fear,0.562
죄인,fear,0.562
가하다,fear,0.562
절박한,fear,0.562
사라졌다,fear,0.562
괴롭히다,fear,0.562
순교자,fear,0.562
숙청,fear,0.562
걱정,fear,0.562
괴로운,fear,0.562
장난,fear,0.562
악화,fear,0.562
부패,fear,0.562
궤양,fear,0.562
압도적,fear,0.562
뒹굴다,fear,0.562
유죄,fear,0.562
무덤,fear,0.562
가두다,fear,0.562
질리는,fear,0.562
소송,fear,0.562
위험한,fear,0.562
악마,fear,0.562
처벌,fear,0.562
무력한,fear,0.562
괴물,fear,0.562
옴,fear,0.562
위험,fear,0.562
희생,fear,0.562
결투,fear,0.562
함정,fear,0.562
화약,fear,0.562
난기류,fear,0.562
에엑,fear,0.562
순교,fear,0.562
위험한,fear,0.561
최악의 감정,fear,0.56
가해자,fear,0.56
죄,fear,0.56
신비한,fear,0.559
위협,fear,0.559
장애를 입히다,fear,0.558
